number,page,area,area_ja,ken,place,price_h,age_m,age_w,content
5743,machi,yamaguchi_tokuyama_toshinosa_yor,徳山/マッチングコン/夜,山口,徳山,6900/1900,25/35,20/29,3
5762,machi,mie_yokkaichi_20dai_hiru,四日市/マッチングコン/昼,三重,四日市,7900/1000,20/29,20/29,6
5763,machi,shiga_kusatsu_20dai_hiru,草津/マッチングコン/昼,滋賀,草津,7500/2000,20/29,20/29,6
5765,machi,tokyo_ginza_20dai_hiru,銀座/マッチングコン/昼,東京,銀座,7800/2800,20/29,20/29,6
5768,machi,kanagawa_yokohama_toshinosa_hiru,横浜/マッチングコン/昼,神奈川,横浜,8500/1900,25/35,20/29,3
5775,machi,nagano_matsumoto_20dai_hiru,松本/マッチングコン/昼,長野,松本,8500/1500,20/29,20/29,6
5778,machi,fukuoka_kokura_20dai_hiru,北九州/小倉/マッチングコン/昼,福岡,北九州/小倉,7500/2200,20/29,20/29,6
5788,ani,a_fukuoka_kokura_yoru,北九州/小倉/アニメコン/夜,福岡,北九州/小倉,7900/2900,20/40,20/40,1
5800,machi,hiroshima_hiroshima_toshinosa_yo,広島/マッチングコン/夜,広島,広島,7500/2300,25/35,20/29,3
5801,machi,shiga_kusatsu_toshinosa_yoru,草津/マッチングコン/夜,滋賀,草津,7500/2000,25/35,20/29,3
5804,machi,chiba_funabashi_toshinosa_yoru,船橋/マッチングコン/夜,千葉,船橋,8800/1000,25/35,20/29,3
5805,machi,nagano_matsumoto_toshinosa_yoru,松本/マッチングコン/夜,長野,松本,8500/1500,25/35,20/29,3
5811,ani,a_hiroshima_fukuyama_hiru,福山/アニメコン/昼,広島,福山,8900/1000,20/29,20/29,1
5822,machi,chiba_funabashi_20dai_hiru,船橋/マッチングコン/昼,千葉,船橋,8800/1000,20/29,20/29,6
5823,machi,miyazaki_miyazaki_toshinosa_hiru,宮崎/マッチングコン/昼,宮崎,宮崎,5900/2400,25/35,20/29,3
5827,machi,fukuoka_kokura_toshinosa_hiru,北九州/小倉/マッチングコン/昼,福岡,北九州/小倉,7500/2200,25/35,20/29,3
5835,machi,nagano_nagano_20dai_hiru,長野/マッチングコン/昼,長野,長野,8500/1500,20/29,20/29,6
5836,machi,toyama_takaoka_toshinosa_hiru,高岡/マッチングコン/昼,富山,高岡,8500/1000,25/35,20/29,3
6306,ani,a_yamaguchi_tokuyama_hiru,徳山/アニメコン/昼,山口,徳山,6900/2000,20/29,20/29,1
6321,machi,okayama_okayama_20dai_hiru,岡山/マッチングコン/昼,岡山,岡山,7500/2300,20/29,20/29,6
6336,machi,niigata_nagaoka_20dai_yoru,長岡/マッチングコン/夜,新潟,長岡,7500/1900,20/29,20/29,6
6338,machi,ishikawa_kanazawa_20dai_yoru,金沢/片町/香林坊/マッチングコン/夜,石川,金沢/片町/香林坊,7500/1000,20/29,20/29,6
6341,machi,fukui_fukui_20dai_yoru,福井/マッチングコン/夜,福井,福井,8500/1000,20/29,20/29,6
6342,machi,okayama_okayama_toshinosa_yoru,岡山/マッチングコン/夜,岡山,岡山,7500/2300,25/35,20/29,3
6355,machi,saga_saga_20dai_hiru,佐賀/マッチングコン/昼,佐賀,佐賀,6600/2200,20/29,20/29,6
6360,machi,hiroshima_hiroshima_toshinosa_hi,八丁堀/紙屋町/マッチングコン/昼,広島,八丁堀/紙屋町,7500/2300,25/35,20/29,3
6366,ani,a_nagasaki_sasebo_hiru,佐世保/アニメコン/昼,長崎,佐世保,6800/2400,20/29,20/29,1
6376,machi,hiroshima_fukuyama_toshinosa_hir,福山/マッチングコン/昼,広島,福山,7500/2300,25/35,20/29,3
6377,machi,yamaguchi_yamaguchi_toshinosa_hi,新山口/マッチングコン/昼,山口,新山口,6900/1900,25/35,20/29,3
6381,machi,fukui_fukui_toshinosa_hiru,福井/マッチングコン/昼,福井,福井,7500/1000,25/35,20/29,3
6382,machi,fukushima_fukushima_toshinosa_hi,福島/マッチングコン/昼,福島,福島,7400/1000,25/35,20/29,3
6393,machi,niigata_nagaoka_toshinosa_yoru,長岡/マッチングコン/夜,新潟,長岡,7500/1900,25/35,20/29,3
6401,ani,a_yamaguchi_yamaguchi_hiru,新山口/アニメコン/昼,山口,新山口,7000/1500,20/40,20/40,1
6418,machi,hiroshima_hiroshima_20dai_hiru,八丁堀/紙屋町/マッチングコン/昼,広島,八丁堀/紙屋町,7500/2300,20/29,20/29,6
6419,machi,hiroshima_fukuyama_20dai_hiru,福山/マッチングコン/昼,広島,福山,7500/2300,20/29,20/29,6
6426,machi,yamagata_yamagata_toshinosa_hiru,山形/マッチングコン/昼,山形,山形,6900/1000,25/35,20/29,3
6432,machi,toyama_toyama_toshinosa_hiru,富山/マッチングコン/昼,富山,富山,8500/1000,25/35,20/29,3
6465,machi,fukushima_fukushima_20dai_hiru,福島/マッチングコン/昼,福島,福島,7400/1000,20/29,20/29,6
6472,machi,ibaraki_mito_20dai_yoru,水戸/マッチングコン/夜,茨城,水戸,7900/1000,20/29,20/29,6
6477,machi,tochigi_utsunomiya_20dai_yoru,宇都宮/マッチングコン/夜,栃木,宇都宮,8300/1000,20/29,20/29,6
6484,machi,niigata_niigata_toshinosa_yoru,新潟/マッチングコン/夜,新潟,新潟,7900/1900,25/35,20/29,3
6511,machi,okayama_kurashiki_20dai_hiru,倉敷/マッチングコン/昼,岡山,倉敷,7500/2300,20/29,20/29,6
6513,machi,gunma_takasaki_20dai_hiru,高崎/マッチングコン/昼,群馬,高崎,7900/2000,20/29,20/29,6
6544,ani,a_okayama_kurashiki_hiru,倉敷/アニメコン/昼,岡山,倉敷,8500/1900,20/29,20/29,1
6563,machi,fukushima_koriyama_toshinosa_hir,郡山/マッチングコン/昼,福島,郡山,7400/2000,25/35,20/29,3
6603,machi,gunma_maebashi_toshinosa_hiru,前橋/マッチングコン/昼,群馬,前橋,7900/2000,25/35,20/29,3
6642,machi,toyama_takaoka_20dai_hiru,高岡/マッチングコン/昼,富山,高岡,8500/1000,20/29,20/29,6
6643,machi,okayama_okayama_toshinosa_hiru,岡山/マッチングコン/昼,岡山,岡山,7500/2300,25/35,20/29,3
6660,machi,okayama_okayama_20dai_yoru,岡山/マッチングコン/夜,岡山,岡山,7500/2300,20/29,20/29,6
6663,machi,hiroshima_fukuyama_20dai_yoru,福山/マッチングコン/夜,広島,福山,7500/2300,20/29,20/29,6
6666,machi,fukuoka_kokura_20dai_yoru,北九州/小倉/マッチングコン/夜,福岡,北九州/小倉,7500/2300,20/29,20/29,6
6667,machi,kumamoto_kumamoto_toshinosa_yoru,熊本/マッチングコン/夜,熊本,熊本,6900/2300,25/35,20/29,3
6669,machi,ishikawa_kanazawa_toshinosa_yoru,金沢/片町/香林坊/マッチングコン/夜,石川,金沢/片町/香林坊,7500/1000,25/35,20/29,3
6686,machi,ibaraki_mito_toshinosa_hiru,水戸/マッチングコン/昼,茨城,水戸,7900/1000,25/35,20/29,3
6688,ani,a_fukushima_fukushima_hiru,福島/アニメコン/昼,福島,福島,8800/1000,20/40,20/40,1
6698,machi,niigata_niigata_20dai_hiru,新潟/マッチングコン/昼,新潟,新潟,7500/1900,20/29,20/29,6
6699,machi,ishikawa_kanazawa_20dai_hiru,金沢/片町/香林坊/マッチングコン/昼,石川,金沢/片町/香林坊,7500/1000,20/29,20/29,6
6807,machi,niigata_nagaoka_yoru,長岡/マッチングコン/夜,新潟,長岡,7500/1900,25/35,20/29,3
6808,ani,a_kagoshima_kagoshima_yoru,鹿児島/アニメコン/夜,鹿児島,鹿児島,6500/2500,20/29,20/29,1
6813,machi,kanagawa_yokohama_20dai_yoru,横浜/マッチングコン/夜,神奈川,横浜,7900/1900,20/29,20/29,6
6848,ani,a_chiba_funabashi_yoru,船橋/アニメコン/夜,千葉,船橋,9800/1000,26/34,24/32,1
6853,machi,fukushima_koriyama_20dai_yoru,郡山/マッチングコン/夜,福島,郡山,7400/1000,20/29,20/29,6
6870,ani,a_saga_saga_yoru,佐賀/アニメコン/夜,佐賀,佐賀,6900/2200,20/40,20/40,1
6877,machi,kanagawa_yokohama_toshinosa_yoru,横浜/マッチングコン/夜,神奈川,横浜,7900/1900,25/35,20/29,3
6897,machi,chiba_chiba_20dai_hiru,千葉/マッチングコン/昼,千葉,千葉,9800/1000,20/29,20/29,6
6946,machi,kyoto_kawaramachi_20dai_hiru,河原町/マッチングコン/昼,京都,河原町,7200/2700,20/29,20/29,6
6963,machi,mie_tsu_toshinosa_hiru,津/マッチングコン/昼,三重,津,7900/1000,25/35,20/29,3
6964,machi,yamaguchi_tokuyama_toshinosa_hir,徳山/マッチングコン/昼,山口,徳山,6900/2000,25/35,20/29,3
6965,machi,iwate_morioka_toshinosa_yoru,盛岡/マッチングコン/夜,岩手,盛岡,7900/1500,25/35,20/29,3
6966,ani,a_mie_tsu_yoru,津/アニメコン/夜,三重,津,9800/1000,20/29,20/29,1
6971,ani,a_yamaguchi_tokuyama_yoru,徳山/アニメコン/夜,山口,徳山,6900/2000,26/34,24/32,1
6973,machi,toyama_toyama_20dai_yoru,富山/マッチングコン/夜,富山,富山,8500/1000,20/29,20/29,6
6978,machi,fukushima_fukushima_toshinosa_yo,福島/マッチングコン/夜,福島,福島,7400/1000,25/35,20/29,3
7008,ani,a_chiba_narita_hiru,成田/アニメコン/昼,千葉,成田,9800/1000,20/40,20/40,1
7009,ani,a_tottori_yonago_hiru,米子/アニメコン/昼,鳥取,米子,7200/2000,20/40,20/40,1
7020,machi,mie_tsu_20dai_hiru,津/マッチングコン/昼,三重,津,7900/1000,20/29,20/29,6
7026,machi,iwate_morioka_20dai_yoru,盛岡/マッチングコン/夜,岩手,盛岡,7900/1500,20/29,20/29,6
7033,ani,a_okayama_kurashiki_yoru,倉敷/アニメコン/夜,岡山,倉敷,8500/1900,20/40,20/40,1
7037,machi,chiba_narita_20dai_yoru,成田/マッチングコン/夜,千葉,成田,8800/1000,20/29,20/29,6
7039,machi,tochigi_oyama_20dai_yoru,小山/マッチングコン/夜,栃木,小山,8300/1000,20/29,20/29,6
7047,machi,fukui_fukui_toshinosa_yoru,福井/マッチングコン/夜,福井,福井,7500/1000,25/35,20/29,3
7096,machi,yamagata_yamagata_toshinosa_yoru,山形/マッチングコン/夜,山形,山形,6900/1000,25/35,20/29,3
7098,machi,mie_tsu_20dai_yoru,津/マッチングコン/夜,三重,津,7900/1000,20/29,20/29,6
7103,ani,a_hiroshima_hiroshima_yoru,八丁堀/紙屋町/アニメコン/夜,広島,八丁堀/紙屋町,8900/1000,20/40,20/40,1
7105,machi,okayama_kurashiki_20dai_yoru,倉敷/マッチングコン/夜,岡山,倉敷,7500/2300,20/29,20/29,6
7107,machi,kumamoto_kumamoto_20dai_yoru,熊本/マッチングコン/夜,熊本,熊本,6900/2300,20/29,20/29,6
7110,machi,yamaguchi_yamaguchi_20dai_yoru,新山口/マッチングコン/夜,山口,新山口,6900/1900,20/29,20/29,6
7113,machi,fukushima_fukushima_20dai_yoru,福島/マッチングコン/夜,福島,福島,7400/1000,20/29,20/29,6
7117,machi,hyogo_sannomiya_toshinosa_yoru,神戸/三ノ宮/元町/マッチングコン/夜,兵庫,神戸/三ノ宮/元町,6800/2400,25/35,20/29,3
7148,machi,kyoto_kawaramachi_toshinosa_hiru,河原町/マッチングコン/昼,京都,河原町,7200/2700,25/35,20/29,3
7168,machi,yamagata_yamagata_20dai_yoru,山形/マッチングコン/夜,山形,山形,6900/1000,20/29,20/29,6
7176,ani,a_shizuoka_hamamatsu_yoru,浜松/アニメコン/夜,静岡,浜松,9800/1000,20/29,20/29,1
7206,machi,kagawa_takamatsu_toshinosa_hiru,高松/マッチングコン/昼,香川,高松,6800/1500,25/35,20/29,3
7214,ani,a_shimane_matsue_hiru,松江/アニメコン/昼,島根,松江,7200/2000,20/40,20/40,1
7234,machi,mie_tsu_toshinosa_yoru,津/マッチングコン/夜,三重,津,7900/1000,25/35,20/29,3
7248,machi,hyogo_sannomiya_20dai_yoru,神戸/三ノ宮/元町/マッチングコン/夜,兵庫,神戸/三ノ宮/元町,6800/2400,20/29,20/29,6
7306,machi,tottori_tottori_20dai_hiru,鳥取/マッチングコン/昼,鳥取,鳥取,6600/2000,20/29,20/29,6
7318,machi,gunma_maebashi_20dai_yoru,前橋/マッチングコン/夜,群馬,前橋,7900/1000,20/29,20/29,6
7368,machi,chiba_narita_toshinosa_hiru,成田/マッチングコン/昼,千葉,成田,8800/1000,25/35,20/29,3
7379,machi,yamaguchi_tokuyama_20dai_yoru,徳山/マッチングコン/夜,山口,徳山,6900/2000,20/29,20/29,6
7386,machi,toyama_takaoka_20dai_yoru,高岡/マッチングコン/夜,富山,高岡,8500/1000,20/29,20/29,6
7420,machi,fukushima_koriyama_20dai_hiru,郡山/マッチングコン/昼,福島,郡山,7400/1000,20/29,20/29,6
7476,machi,miyazaki_miyazaki_20dai_yoru,宮崎/マッチングコン/夜,宮崎,宮崎,9800/1000,20/29,20/29,6
7490,machi,saitama_omiya_toshinosa_yoru,大宮/マッチングコン/夜,埼玉,大宮,7300/2300,25/35,20/29,3
7496,machi,iwate_morioka_toshinosa_hiru,盛岡/マッチングコン/昼,岩手,盛岡,6800/1900,25/35,20/29,3
7512,ani,a_mie_tsu_hiru,津/アニメコン/昼,三重,津,8500/2000,20/29,20/29,1
7547,machi,saitama_omiya_20dai_yoru,大宮/マッチングコン/夜,埼玉,大宮,8300/1000,20/29,20/29,6
7555,machi,miyazaki_miyazaki_toshinosa_yoru,宮崎/マッチングコン/夜,宮崎,宮崎,8800/1000,25/35,20/29,3
7673,machi,yamaguchi_yamaguchi_toshinosa_yo,新山口/マッチングコン/夜,山口,新山口,6800/2000,25/35,20/29,3
7773,machi,fukui_fukui_20dai_hiru,福井/マッチングコン/昼,福井,福井,7500/1000,20/29,20/29,6
7842,machi,iwate_morioka_20dai_hiru,盛岡/マッチングコン/昼,岩手,盛岡,6700/1000,20/29,20/29,6
8208,machi,shimane_matsue_20dai_hiru,松江/マッチングコン/昼,島根,松江,6500/2000,20/29,20/29,6
8412,machi,shimane_matsue_toshinosa_hiru,松江/マッチングコン/昼,島根,松江,6500/2000,25/35,20/29,3
8541,machi,tottori_tottori_toshinosa_hiru,鳥取/マッチングコン/昼,鳥取,鳥取,6600/2000,25/35,20/29,3
8779,off,otsuka,大塚コイコイランド,東京,東京都豊島区北大塚1-34-2-201,1000/1000,0/99,0/99,14
8782,machi,chiba_tsudanuma_20dai_yoru,津田沼/マッチングコン/夜,千葉,津田沼,8000/1500,20/29,20/29,6
8840,ani,a_tottori_tottori_hiru,鳥取/アニメコン/昼,鳥取,鳥取,6600/1000,20/40,20/40,1
8854,machi,fukuoka_fukuokatenjin_20dai_hiru,福岡天神/マッチングコン/昼,福岡,福岡天神,6500/2300,20/29,20/29,6
9132,machi,tochigi_utsunomiya_toshinosa_hir,宇都宮/マッチングコン/昼,栃木,宇都宮,8300/1000,25/35,20/29,3
9174,ani,a_ibaraki_tsukuba_yoru,つくば/アニメコン/夜,茨城,つくば,8800/1000,20/40,20/40,1
9260,machi,toyama_toyama_20dai_hiru,富山/マッチングコン/昼,富山,富山,8500/1000,20/29,20/29,6
9488,machi,yamaguchi_yamaguchi_20dai_hiru,新山口/マッチングコン/昼,山口,新山口,6800/2000,20/29,20/29,6
9548,machi,saitama_omiya_toshinosa_hiru,大宮/マッチングコン/昼,埼玉,大宮,7900/1000,25/35,20/29,3
9626,machi,saitama_omiya_20dai_hiru,大宮/マッチングコン/昼,埼玉,大宮,7900/1000,20/29,20/29,6
9756,ani,a_fukui_fukui_yoru,福井/アニメコン/夜,福井,福井,9800/1000,20/40,20/40,1
9757,machi,tokyo_otsuka_yoru,大塚コイコイランド/大塚タコパ/夜,東京,大塚コイコイランド,6900/1000,20/40,20/40,14
9927,ani,a_fukushima_aizuwakamatsu_hiru,会津若松/アニメコン/昼,福島,会津若松,8800/1000,20/40,20/40,1
9943,machi,fukushima_aizuwakamatsu_20dai_yo,会津若松/マッチングコン/夜,福島,会津若松,7900/1000,20/29,20/29,6
9944,ani,a_tokyo_ikebukuro_hiru_toku,池袋/特撮コン/昼,東京,池袋,9800/1000,20/40,20/40,22
9946,machi,hyogo_sannomiya_20dai_hiru,神戸/三ノ宮/元町/マッチングコン/昼,兵庫,神戸/三ノ宮/元町,6800/2400,20/29,20/29,6
9981,ani,a_hyogo_sannomiya_yoru,神戸/三ノ宮/元町/アニメコン/夜,兵庫,神戸/三ノ宮/元町,8400/1500,20/40,20/40,1
10076,ani,a_ibaraki_mito_yoru,水戸/アニメコン/夜,茨城,水戸,8800/1000,20/40,20/40,1
10079,ani,a_okayama_okayama_yoru,岡山/アニメコン/夜,岡山,岡山,8500/1500,20/40,20/40,1
10488,ani,a_toyama_toyama_yoru,富山/アニメコン/夜,富山,富山,9800/1000,20/40,20/40,1
10630,machi,hyogo_sannomiya_toshinosa_hiru,神戸/三ノ宮/元町/マッチングコン/昼,兵庫,神戸/三ノ宮/元町,6800/2400,25/35,20/29,3
10683,machi,toyama_toyama_toshinosa_yoru,富山/マッチングコン/夜,富山,富山,8500/1000,25/35,20/29,3
10749,machi,fukuoka_hakata_20dai_hiru,博多/マッチングコン/昼,福岡,博多,6500/2300,20/29,20/29,6
10794,ani,a_osaka_umeda_hiru_toku,梅田/特撮コン/昼,大阪,梅田,8500/1800,20/40,20/40,22
10823,machi,fukushima_aizuwakamatsu_toshinos,会津若松/マッチングコン/夜,福島,会津若松,7700/1000,25/35,20/29,3
11177,machi,nagano_ueda_toshinosa_hiru,上田/マッチングコン/昼,長野,上田,7900/1000,25/35,20/29,3
11183,machi,nagano_ueda_20dai_yoru,上田/マッチングコン/夜,長野,上田,7900/1000,20/29,20/29,6
11423,machi,aichi_toyohashi_toshinosa_hiru,豊橋/マッチングコン/昼,愛知,豊橋,7800/2000,25/35,20/29,3
11559,ani,a_tokyo_akihabara_hiru_black,秋葉原/アニメコンBLACK/昼,東京,秋葉原,8500/0,20/200,20/200,8
11793,machi,aichi_toyohashi_20dai_yoru,豊橋/マッチングコン/夜,愛知,豊橋,7800/2000,20/29,20/29,6
11936,machi,aichi_sakae_20dai_hiru,栄/マッチングコン/昼,愛知,栄,6800/2000,20/29,20/29,6
11956,machi,kochi_kochi_20dai_hiru,高知/マッチングコン/昼,高知,高知,6300/1900,20/29,20/29,6
12043,machi,kochi_kochi_toshinosa_hiru,高知/マッチングコン/昼,高知,高知,6300/1900,25/35,20/29,3
12163,machi,hyogo_himeji_20dai_yoru,姫路/マッチングコン/夜,兵庫,姫路,6800/2300,20/29,20/29,6
12187,machi,nagano_ueda_20dai_hiru,上田/マッチングコン/昼,長野,上田,7900/1000,20/29,20/29,6
12212,ani,a_kochi_kochi_hiru,高知/アニメコン/昼,高知,高知,7500/2000,20/40,20/40,1
12394,machi,aichi_nagoya_20dai_hiru,名古屋/名駅/マッチングコン/昼,愛知,名古屋/名駅,7900/1900,20/29,20/29,6
12944,machi,ibaraki_kamisu_20dai_hiru,神栖/マッチングコン/昼,茨城,神栖,8300/1000,20/29,20/29,6
12947,machi,ibaraki_kamisu_toshinosa_yoru,神栖/マッチングコン/夜,茨城,神栖,8300/1000,25/35,20/29,3
12967,machi,niigata_shibata_20dai_hiru,新発田/マッチングコン/昼,新潟,新発田,7500/1500,20/29,20/29,6
13518,machi,niigata_niitsu_20dai_hiru,新津/マッチングコン/昼,新潟,新津,7500/1500,20/29,20/29,6
13519,ani,a_online_zenkoku,全国/オンラインアニメ好きオフ会/18:00-19:30,オンライン,全国,2000/0,20/100,20/100,23
13520,machi,online_zenkoku,全国/オンライン文化祭/20:00-22:00,オンライン,全国,1000/0,20/100,20/100,24
13539,machi,osaka_umeda_20dai_yoru,梅田/マッチングコン/夜,大阪,梅田,7900/2900,20/29,20/29,6
13583,machi,osaka_namba_20dai_yoru,難波/マッチングコン/夜,大阪,難波,7900/2900,20/29,20/29,6
13585,machi,tokyo_ebisu_20dai_yoru,恵比寿/マッチングコン/夜,東京,恵比寿,6900/2800,20/29,20/29,6
13620,machi,osaka_umeda_toshinosa_yoru,梅田/マッチングコン/夜,大阪,梅田,7900/2900,25/35,25/35,3
13666,machi,tokyo_ginza_20dai_yoru,銀座/マッチングコン/夜,東京,銀座,6900/2800,20/29,20/29,6
13675,machi,osaka_namba_toshinosa_yoru,難波/マッチングコン/夜,大阪,難波,7900/2900,25/35,25/35,3
13754,machi,tokyo_ebisu_toshinosa_yoru,恵比寿/マッチングコン/夜,東京,恵比寿,6900/2800,25/35,25/35,3
13850,machi,tokyo_ginza_toshinosa_yoru,銀座/マッチングコン/夜,東京,銀座,6900/2800,25/35,25/35,3
14024,machi,fukui_fukuiエラー_yoru,福井/マッチングコン/夜,福井,福井,7900/1000,25/35,25/35,6
14050,machi,fukuoka_hakata_20dai_yoru,博多/マッチングコン/夜,福岡,博多,6700/2300,20/29,20/29,6
14202,machi,tokyo_shibuya_20dai_hiru,渋谷/マッチングコン/昼,東京,渋谷,7200/1900,20/29,20/29,6
14450,machi,tokyo_shibuya_toshinosa_hiru,渋谷/マッチングコン/昼,東京,渋谷,7200/1900,25/35,20/29,3
14451,ani,a_yamanashi_kofu_yoru,甲府/アニメコン/夜,山梨,甲府,8900/1000,20/40,20/40,1
14463,machi,kochi_kochi_hiru,高知/マッチングコン/昼,高知,高知,6800/1900,20/29,20/29,6
14465,machi,ehime_matsuyama_yoru,松山/マッチングコン/夜,愛媛,松山,6800/2400,20/29,20/29,6
14466,machi,iwate_morioka_yoru,盛岡/マッチングコン/夜,岩手,盛岡,8300/1000,20/29,20/29,6
14467,machi,kyoto_kawaramachi_yoru,河原町/マッチングコン/夜,京都,河原町,7300/1900,20/29,20/29,6
14468,machi,saitama_omiya_yoru,大宮/マッチングコン/夜,埼玉,大宮,8800/1000,20/29,20/29,6
14469,machi,yamaguchi_yamaguchi_yoru,新山口/マッチングコン/夜,山口,新山口,7900/1500,20/29,20/29,6
14470,machi,shiga_kusatsu_yoru,草津/マッチングコン/夜,滋賀,草津,7900/1500,20/29,20/29,6
14475,machi,chiba_funabashi_yoru,船橋/マッチングコン/夜,千葉,船橋,8800/1000,20/29,20/29,6
14477,machi,nagano_matsumoto_yoru,松本/マッチングコン/夜,長野,松本,8300/1000,20/29,20/29,6
14480,machi,gifu_gifu_yoru,岐阜/マッチングコン/夜,岐阜,岐阜,8300/1000,25/35,20/29,3
14482,machi,hiroshima_hiroshima_yoru,八丁堀/紙屋町/マッチングコン/夜,広島,八丁堀/紙屋町,7800/1400,25/35,20/29,3
14483,machi,saga_saga_yoru,佐賀/マッチングコン/夜,佐賀,佐賀,6900/1800,25/35,20/29,3
14485,machi,tochigi_utsunomiya_yoru,宇都宮/マッチングコン/夜,栃木,宇都宮,8300/900,25/35,20/29,3
14492,machi,fukuoka_hakata_hiru,博多/マッチングコン/昼,福岡,博多,6700/2300,20/29,20/29,6
14499,machi,gifu_gifu_hiru,岐阜/マッチングコン/昼,岐阜,岐阜,8300/1000,20/29,20/29,6
14500,machi,mie_yokkaichi_hiru,四日市/マッチングコン/昼,三重,四日市,8400/1000,20/29,20/29,6
14501,machi,tochigi_utsunomiya_hiru,宇都宮/マッチングコン/昼,栃木,宇都宮,8300/900,20/29,20/29,6
14503,machi,ibaraki_mito_hiru,水戸/マッチングコン/昼,茨城,水戸,8400/1000,25/35,20/29,3
14505,machi,yamaguchi_yamaguchi_hiru,新山口/マッチングコン/昼,山口,新山口,7900/1500,25/35,20/29,3
14508,machi,ibaraki_mito_yoru,水戸/マッチングコン/夜,茨城,水戸,8400/1000,20/29,20/29,6
14535,machi,shizuoka_shizuoka_yoru,静岡/マッチングコン/夜,静岡,静岡,8900/1000,20/29,20/29,6
14540,machi,fukushima_koriyama_yoru,郡山/マッチングコン/夜,福島,郡山,8300/1000,20/29,20/29,6
14548,machi,miyagi_sendai_hiru,仙台/マッチングコン/昼,宮城,仙台,8500/1000,20/29,20/29,6
14560,machi,shiga_kusatsu_hiru,草津/マッチングコン/昼,滋賀,草津,7900/1500,20/29,20/29,6
14562,machi,tokyo_shibuya_hiru,渋谷/マッチングコン/昼,東京,渋谷,7200/1900,20/29,20/29,6
14563,machi,ibaraki_tsukuba_hiru,つくば/マッチングコン/昼,茨城,つくば,8400/1000,25/35,20/29,3
14569,machi,hyogo_himeji_yoru,姫路/マッチングコン/夜,兵庫,姫路,6900/2300,20/29,20/29,6
14570,machi,tokyo_shinjuku_yoru,新宿/マッチングコン/夜,東京,新宿,7200/1900,25/35,20/29,6
14583,machi,nagano_ueda_hiru,上田/マッチングコン/昼,長野,上田,8300/1000,25/35,20/29,3
14589,machi,yamanashi_kofu_yoru,甲府/マッチングコン/夜,山梨,甲府,8300/1000,20/29,20/29,6
14596,machi,nagano_ueda_yoru,上田/マッチングコン/夜,長野,上田,8300/1000,20/29,20/29,6
14614,machi,hyogo_sannomiya_hiru,神戸/三ノ宮/元町/マッチングコン/昼,兵庫,神戸/三ノ宮/元町,6900/2300,25/35,20/29,3
14620,machi,gunma_takasaki_hiru,高崎/マッチングコン/昼,群馬,高崎,8800/1000,20/29,20/29,6
14640,machi,ibaraki_kamisu_hiru,神栖/マッチングコン/昼,茨城,神栖,8400/1000,20/29,20/29,6
14671,machi,yamagata_yamagata_yoru,山形/マッチングコン/夜,山形,山形,7900/1000,20/29,20/29,6
14679,machi,fukushima_fukushima_yoru,福島/マッチングコン/夜,福島,福島,8300/1000,20/29,20/29,6
14681,machi,mie_yokkaichi_yoru,四日市/マッチングコン/夜,三重,四日市,8400/1000,25/35,20/29,3
14701,machi,tochigi_oyama_hiru,小山/マッチングコン/昼,栃木,小山,8300/900,20/29,20/29,6
14824,machi,aomori_hachinohe_yoru,八戸/マッチングコン/夜,青森,八戸,7900/1000,25/35,20/29,3
14838,machi,hiroshima_hiroshima_hiru,八丁堀/紙屋町/マッチングコン/昼,広島,八丁堀/紙屋町,7900/1400,20/29,20/29,6
14898,machi,aomori_aomori_yoru,青森/マッチングコン/夜,青森,青森,7900/1000,25/35,20/29,3
14916,machi,aomori_hirosaki_hiru,弘前/マッチングコン/昼,青森,弘前,7900/1000,20/29,20/29,6
14949,machi,aomori_hirosaki_yoru,弘前/マッチングコン/夜,青森,弘前,7900/1000,20/29,20/29,6
14956,machi,hokkaido_hakodate_yoru,函館/マッチングコン/夜,北海道,函館,7400/1900,20/29,20/29,6
14982,machi,tottori_tottori_hiru,鳥取/マッチングコン/昼,鳥取,鳥取,7800/1500,25/35,20/29,3
14984,machi,hokkaido_hakodate_hiru,函館/マッチングコン/昼,北海道,函館,6900/1900,25/35,20/29,3
15025,machi,tottori_tottori_yoru,鳥取/マッチングコン/夜,鳥取,鳥取,7800/1500,25/35,20/29,3
15042,ani,a_aomori_hachinohe_hiru,八戸/アニメコン/昼,青森,八戸,7900/1000,20/40,20/40,1
15043,machi,nagasaki_nagasaki_hiru,長崎/マッチングコン/昼,長崎,長崎,6900/2300,25/35,20/29,3
15044,ani,a_okinawa_naha_hiru,那覇/アニメコン/昼,沖縄,那覇,7900/1500,20/40,20/40,1
15045,machi,okinawa_naha_yoru,那覇/マッチングコン/夜,沖縄,那覇,7900/1500,25/35,20/29,3
15046,machi,okinawa_naha_hiru,那覇/マッチングコン/昼,沖縄,那覇,7900/1500,20/29,20/29,6
15048,machi,okayama_okayama_yoru,岡山/マッチングコン/夜,岡山,岡山,7800/1900,20/29,20/29,6
15051,machi,wakayama_wakayama_yoru,和歌山/マッチングコン/夜,和歌山,和歌山,6800/1900,20/29,20/29,6
15053,machi,wakayama_wakayama_hiru,和歌山/マッチングコン/昼,和歌山,和歌山,6800/1900,25/35,20/29,3
15055,machi,toyama_takaoka_hiru,高岡/マッチングコン/昼,富山,高岡,8500/1000,20/29,20/29,6
